ZIP,15-24,25-44,45-64,65+
ZCTA5 56273,0.9,30.1,34,35
ZCTA5 56274,0,38.8,30.6,30.6
ZCTA5 56276,6.1,19.2,34.3,40.4
ZCTA5 56277,6.7,29.2,35.2,28.9
ZCTA5 56278,8.7,23.7,33.5,34
ZCTA5 56279,0.8,34.9,41.8,22.4
ZCTA5 56280,2.9,14.8,52.4,30
ZCTA5 56281,2.9,32.4,28.6,36.1
ZCTA5 56282,3.7,33.9,37.6,24.8
ZCTA5 56283,4.3,29.7,35.4,30.6
ZCTA5 56284,4.5,29,32.6,33.9
ZCTA5 56285,2.5,30.4,40.5,26.6
ZCTA5 56287,5.6,30.6,55.6,8.3
ZCTA5 56288,1.6,22.2,43.6,32.7
ZCTA5 56289,1.1,23.7,36.7,38.5
ZCTA5 56291,2.2,31,45.1,21.7
ZCTA5 56292,0.5,33.6,39.3,26.5
ZCTA5 56293,1.7,23.6,42.1,32.6
ZCTA5 56294,0,10.3,34.5,55.2
ZCTA5 56295,1.7,28,48.3,22
ZCTA5 56296,8.3,28,28.3,35.4
ZCTA5 56297,3.8,37,40.5,18.8
ZCTA5 56301,15.4,35.1,32.8,16.8
ZCTA5 56303,9.7,32.1,35.1,23.1
ZCTA5 56304,14.5,34,30.1,21.4
ZCTA5 56307,3.5,33.3,38.5,24.8
ZCTA5 56308,8.2,28.2,31.9,31.8
ZCTA5 56309,2.7,23,35.9,38.4
ZCTA5 56310,2,28.2,41.6,28.2
ZCTA5 56311,2.9,28,38.6,30.5
ZCTA5 56312,5.1,29,39.7,26.2
ZCTA5 56313,0,10.8,64.9,24.3
ZCTA5 56314,3.6,33.9,33.5,29
ZCTA5 56315,1.5,33.6,34.5,30.4
ZCTA5 56316,4,22.5,38.6,34.9
ZCTA5 56318,1.2,23.9,44.7,30.2
ZCTA5 56319,1.3,30.5,39.2,29.1
ZCTA5 56320,3.7,27.4,40.6,28.3
ZCTA5 56321,-,-,-,-
ZCTA5 56323,10.1,32.5,31.6,25.7
ZCTA5 56324,1.9,24.3,43.9,30
ZCTA5 56325,0,24.2,29.3,46.5
ZCTA5 56326,6.8,24.2,35.5,33.5
ZCTA5 56327,0,20.8,46.3,32.9
ZCTA5 56328,16,16,42.7,25.3
ZCTA5 56329,2.3,37,38.4,22.3
ZCTA5 56330,2.2,32.8,43.9,21
ZCTA5 56331,1.9,37.2,36.9,24
ZCTA5 56332,1,32.1,42.8,24.1
ZCTA5 56334,4.6,25.9,35.8,33.7
ZCTA5 56335,10.3,34.5,29.9,25.3
ZCTA5 56336,0,20.2,37.3,42.5
ZCTA5 56338,0.9,22,43.5,33.6
ZCTA5 56339,5.6,34.5,27.8,32.1
ZCTA5 56340,3.1,27.6,48.5,20.8
ZCTA5 56342,1.1,16.7,41.9,40.4
ZCTA5 56343,2.9,25.6,40.4,31.2
ZCTA5 56345,2.4,27.5,39.7,30.3
ZCTA5 56347,3.4,26.1,40.8,29.7
ZCTA5 56349,7.2,24.9,39.9,28
ZCTA5 56350,8.1,23.2,33.6,35.1
ZCTA5 56352,2.6,28,39.2,30.2
ZCTA5 56353,3.2,29.9,40.8,26.1
ZCTA5 56354,1.7,22.9,40.6,34.9
ZCTA5 56355,1.8,19.9,54,24.3
ZCTA5 56356,4.4,39.5,34.2,21.9
ZCTA5 56357,4.2,33.7,38.6,23.5
ZCTA5 56358,2.7,27.7,44.2,25.4
ZCTA5 56359,1.9,24.6,45.5,28
ZCTA5 56360,1.8,22.6,39.4,36.2
ZCTA5 56361,7.4,24.2,37.1,31.3
ZCTA5 56362,1.7,26.4,41.3,30.6
ZCTA5 56363,3.5,36.8,35.1,24.6
ZCTA5 56364,4.3,32.4,35.1,28.2
ZCTA5 56367,2.5,39.9,38.3,19.4
ZCTA5 56368,0.7,25.4,39.7,34.2
ZCTA5 56369,7.7,33.8,45.8,12.7
ZCTA5 56371,4.4,26.7,37.8,31.1
ZCTA5 56373,3.2,36.8,37.3,22.8
ZCTA5 56374,8.7,34.7,37.1,19.5
ZCTA5 56375,2,44,36.7,17.2
ZCTA5 56376,4.4,34.6,38.2,22.8
ZCTA5 56377,5.1,40,35.3,19.7
ZCTA5 56378,5.8,26.8,34.2,33.1
ZCTA5 56379,5,42.2,32.9,19.9
ZCTA5 56381,3.8,27.3,35.9,33
ZCTA5 56382,3.9,29.1,43.1,23.9
ZCTA5 56384,10.7,29.8,31,28.6
ZCTA5 56385,2.9,31.1,34,32
ZCTA5 56386,0.7,20.7,40,38.7
ZCTA5 56387,17.2,29.5,28.1,25.2
ZCTA5 56389,0,65,35,0
ZCTA5 56401,5.6,30.1,37.4,26.8
ZCTA5 56425,3,31.5,33.4,32.1
ZCTA5 56431,3.6,19.5,33.4,43.5
ZCTA5 56433,1.4,15.9,41.6,41
ZCTA5 56434,0,34.6,49.4,16
ZCTA5 56435,4.6,25.3,37.2,32.9
ZCTA5 56436,0,15.2,69.7,15.2
ZCTA5 56437,9.3,27.8,31.8,31
ZCTA5 56438,1.2,27.1,41.8,29.9
ZCTA5 56440,5.3,26.7,31.8,36.3
ZCTA5 56441,6,19.8,37.4,36.8
ZCTA5 56442,0,16,32.7,51.3
ZCTA5 56443,5.4,14.3,40.5,39.8
ZCTA5 56444,1.1,14.2,39.8,44.9
ZCTA5 56446,1.7,23.7,39.1,35.5
ZCTA5 56447,0.4,14.1,35.5,50
ZCTA5 56448,9,2.8,31.7,56.6
ZCTA5 56449,1.1,32.7,37.2,29
ZCTA5 56450,0,16.1,35.7,48.1
ZCTA5 56452,3.8,12.3,31.2,52.8
ZCTA5 56453,2.2,26.6,51.4,19.8
ZCTA5 56455,4.9,25.2,34.9,34.9
ZCTA5 56456,8.7,26.1,52.2,13
ZCTA5 56458,0.6,23.7,45.6,30.2
ZCTA5 56461,2.9,26.5,39.5,31.2
ZCTA5 56464,2.5,24.8,42.3,30.4
ZCTA5 56465,0.4,18.5,42.2,38.8
ZCTA5 56466,5,21.9,38.7,34.5
ZCTA5 56467,1.2,18.2,37.1,43.5
ZCTA5 56468,2.2,24.1,38.3,35.4
ZCTA5 56469,4.5,9.2,45.3,41
ZCTA5 56470,4,22.1,36.5,37.3
ZCTA5 56472,2.2,26.8,40.8,30.3
ZCTA5 56473,3.2,28.7,41.5,26.6
ZCTA5 56474,7.5,22.9,38.5,31.1
ZCTA5 56475,6.2,33.4,33.3,27.1
ZCTA5 56477,3,29.1,36.3,31.6
ZCTA5 56479,4.2,25.3,39.7,30.8
ZCTA5 56481,2,29.8,37.7,30.4
ZCTA5 56482,4.4,30.6,34.1,30.9
ZCTA5 56484,4.6,19.5,36.3,39.6
ZCTA5 56501,6.4,25.9,36.3,31.4
ZCTA5 56510,4.9,25,36.8,33.3
ZCTA5 56511,5,24.1,40.5,30.3
ZCTA5 56514,1.6,35.5,39,23.9
ZCTA5 56515,1.3,16.5,34.5,47.7
ZCTA5 56516,1.8,15.6,39.4,43.1
ZCTA5 56517,1.7,25.4,33.9,39
ZCTA5 56518,5.8,30.8,34.6,28.8
ZCTA5 56519,0,37,38.7,24.4
ZCTA5 56520,5.5,28.5,38.3,27.7
ZCTA5 56521,1.7,23.7,44.7,30
ZCTA5 56522,1.6,25.8,45.6,26.9
ZCTA5 56523,0,39.2,35.4,25.4
ZCTA5 56524,0.6,7.7,42.5,49.2
ZCTA5 56525,0,18.9,48.6,32.4
ZCTA5 56527,2.2,29.2,40.1,28.5
ZCTA5 56528,1.8,21.7,34.4,42.1
ZCTA5 56529,0,39.1,36.8,24.1
ZCTA5 56531,6.6,25.1,40,28.4
ZCTA5 56533,6.9,26,51.9,15.3
ZCTA5 56534,1.5,18.1,50.8,29.6
ZCTA5 56535,1.2,21.7,39.9,37.2
ZCTA5 56536,0,32.4,37,30.6
ZCTA5 56537,4.9,26.8,35.9,32.4
ZCTA5 56540,2.3,23.6,45.4,28.6
ZCTA5 56541,0,0,75,25
ZCTA5 56542,6.4,25.3,34.8,33.5
ZCTA5 56543,0,25.8,44.1,30.1
ZCTA5 56544,3.3,28.8,40.5,27.4
ZCTA5 56545,8.5,25.7,34.2,31.6
ZCTA5 56546,0,34.6,43.3,22.1
ZCTA5 56547,5.6,35.3,39.7,19.3
ZCTA5 56548,6.6,24,43.7,25.7
ZCTA5 56549,7.7,37.1,32.8,22.5
ZCTA5 56550,11.1,22.8,41.1,25
ZCTA5 56551,2,23.3,31.7,43
ZCTA5 56552,0,39.4,28.6,32
ZCTA5 56553,22.1,22.1,32.7,23.1
ZCTA5 56554,2.5,24.2,42.4,31
ZCTA5 56556,3.4,23.8,41.7,31.2
ZCTA5 56557,4.1,29,36.4,30.5
ZCTA5 56560,10.9,37.6,30.6,20.9
ZCTA5 56565,0,47.6,19,33.3
ZCTA5 56566,4.6,38.1,27.3,29.9
ZCTA5 56567,4.1,29.3,38.6,28
ZCTA5 56568,0,17.1,34.3,48.6
ZCTA5 56569,1.9,31.5,35.7,30.9
ZCTA5 56570,2.7,27,36,34.3
ZCTA5 56571,1.4,22.9,36.9,38.8
ZCTA5 56572,1.6,21.6,47.3,29.5
ZCTA5 56573,4.9,27.6,34.6,32.9
ZCTA5 56574,0,20.6,61.8,17.6
ZCTA5 56575,0.7,15.2,50.9,33.2
ZCTA5 56576,2.6,27.6,34.5,35.3
ZCTA5 56577,0,0,0,100
ZCTA5 56578,0.7,19.5,43.3,36.6
ZCTA5 56579,3.3,29.1,40.6,27
ZCTA5 56580,0,36.1,39.8,24.1
ZCTA5 56581,5.6,11.1,25.9,57.4
ZCTA5 56583,0,33.3,30.3,36.4
ZCTA5 56584,2.3,29.9,35.2,32.6
ZCTA5 56585,0,20.2,36.4,43.3
ZCTA5 56586,2.1,20.5,40.9,36.5
ZCTA5 56587,0.8,20.9,39.6,38.8
ZCTA5 56588,0,19.6,32.8,47.5
ZCTA5 56589,3.1,26.8,38.9,31.2
ZCTA5 56590,9.4,21.1,35.9,33.6
ZCTA5 56591,0,19.2,30.8,50
ZCTA5 56592,0,18.8,43.1,38.1
ZCTA5 56593,-,-,-,-
ZCTA5 56594,1,25.8,53,20.2
ZCTA5 56601,9.2,29.4,35.9,25.4
ZCTA5 56621,3.3,27.4,38,31.3
ZCTA5 56623,2.1,15.3,47.6,35.1
ZCTA5 56626,0,21,41.9,37.1
ZCTA5 56627,5.6,13.3,58.7,22.4
ZCTA5 56628,2.1,14.7,30.8,52.4
ZCTA5 56629,0,9.6,46.2,44.2
ZCTA5 56630,2.5,27.1,41.4,29.1
ZCTA5 56633,5.3,31.8,36.7,26.2
ZCTA5 56634,4,21.6,42.3,32.2
ZCTA5 56636,1.7,22.7,41.1,34.5
ZCTA5 56637,5.7,17.2,54,23
ZCTA5 56639,1.8,18.2,34.7,45.3
ZCTA5 56641,0,20.8,36.8,42.4
ZCTA5 56644,1.7,27.2,38.5,32.6
ZCTA5 56646,1.1,26.6,45.1,27.2
ZCTA5 56647,2.3,21.5,41.5,34.6
ZCTA5 56649,1.6,24.4,40.7,33.2
ZCTA5 56650,1.7,28.2,36.4,33.7
ZCTA5 56651,3.5,18.9,43.6,33.9
ZCTA5 56652,0.9,24.3,39.6,35.1
ZCTA5 56653,1.7,16.6,53.3,28.5
ZCTA5 56654,0,19.4,46.3,34.3
ZCTA5 56655,1.8,8.3,34,55.9
ZCTA5 56657,0,9.1,27.3,63.6
ZCTA5 56658,-,-,-,-
ZCTA5 56659,0,0,55.6,44.4
ZCTA5 56660,3.4,23.9,37.6,35
ZCTA5 56661,0.5,19,39,41.5
ZCTA5 56662,1.5,2.6,34.3,61.7
ZCTA5 56663,0,9.8,73.2,17.1
ZCTA5 56666,2.5,51.5,28.5,17.6
ZCTA5 56667,3.9,23,39.6,33.5
ZCTA5 56668,0,31.7,26.8,41.5
ZCTA5 56669,0,16.8,42,41.3
ZCTA5 56670,2.5,35.4,41.1,21.1
ZCTA5 56671,5.1,43.4,40.9,10.5
ZCTA5 56672,5.1,16.1,39.2,39.5
ZCTA5 56673,2.1,15.9,60.7,21.4
ZCTA5 56676,0.9,29.4,38.6,31.1
ZCTA5 56678,0.2,26.3,48.8,24.7
ZCTA5 56680,0,10.5,39.5,50
ZCTA5 56681,0,7.6,47.5,44.9
ZCTA5 56683,0.9,34,38.3,26.8
ZCTA5 56684,0,20.2,41.3,38.5
ZCTA5 56685,0,6.4,31.9,61.7
ZCTA5 56686,0,16.4,39.1,44.5
ZCTA5 56687,0,0,35,65
ZCTA5 56688,0,23.3,28.3,48.3
ZCTA5 56701,4.8,32.1,34.9,28.1
ZCTA5 56710,6.2,32.6,30.6,30.6
ZCTA5 56711,-,-,-,-
ZCTA5 56713,2.9,24.4,40.5,32.2
ZCTA5 56714,6.1,24.3,41.8,27.8
ZCTA5 56715,0,17.8,43.8,38.4
ZCTA5 56716,2.9,33.4,38.5,25.2
ZCTA5 56720,0,0,80,20
ZCTA5 56721,6,33.4,35.3,25.2
ZCTA5 56722,7.2,16.5,41.7,34.5
ZCTA5 56723,8.6,28.5,38.3,24.6
ZCTA5 56724,8.1,30.6,19.4,41.9
ZCTA5 56725,5,30.6,41.2,23.1
ZCTA5 56726,2.4,30.3,37.7,29.6
ZCTA5 56727,5,21.1,45.6,28.2
ZCTA5 56728,6.5,24.4,43.7,25.5
ZCTA5 56729,6.5,19.6,23.9,50
ZCTA5 56731,0,11.8,76.5,11.8
ZCTA5 56732,5.1,27.6,37.4,29.9
ZCTA5 56733,7.3,24.2,31.5,37
ZCTA5 56734,3.2,20,43.7,33.2
ZCTA5 56735,7.8,26.4,33.9,31.9
ZCTA5 56736,0,19.2,44.4,36.4
ZCTA5 56737,5.1,20.6,34.3,40
ZCTA5 56738,7.2,27.2,40.2,25.4
ZCTA5 56741,-,-,-,-
ZCTA5 56742,1.3,34.4,32,32.3
ZCTA5 56744,5.6,32.7,35.5,26.2
ZCTA5 56748,4.5,29.3,32.5,33.7
ZCTA5 56750,3.2,29.9,39,27.9
ZCTA5 56751,3.3,25.3,42,29.4
ZCTA5 56754,2.2,37.4,37.8,22.6
ZCTA5 56755,0,15.2,39.4,45.5
ZCTA5 56756,10.3,27.4,38.9,23.5
ZCTA5 56757,0.8,29.5,33.7,36
ZCTA5 56758,4.3,12.9,55.4,27.3
ZCTA5 56759,5.3,12.6,50.5,31.6
ZCTA5 56760,2.6,18.6,54.5,24.4
ZCTA5 56761,4.5,24,50.3,21.2
ZCTA5 56762,4.3,29.9,32.5,33.3
ZCTA5 56763,4.8,30.6,44.5,20.2
ZCTA5 57001,3.1,23.2,31.4,42.3
ZCTA5 57002,3.9,44.4,34.8,16.9
ZCTA5 57003,3.5,38.5,46.9,11
ZCTA5 57004,6.6,34.4,31.3,27.7
ZCTA5 57005,3.6,39,37.6,19.8
ZCTA5 57006,18.7,34.2,28.3,18.7
ZCTA5 57010,0,15.6,58,26.4
ZCTA5 57012,22.1,27.7,31.9,18.3
ZCTA5 57013,2.9,26.6,39.2,31.3
ZCTA5 57014,3,29.1,41.5,26.4
ZCTA5 57015,3,27.6,35.5,33.9
ZCTA5 57016,0,15.3,52.8,31.9
ZCTA5 57017,9.3,31.7,38.3,20.7
ZCTA5 57018,1,42.7,28.6,27.8
ZCTA5 57020,1.4,42.1,40.7,15.8
ZCTA5 57021,11.8,26.5,17.6,44.1
ZCTA5 57022,1.6,36,38.3,24.1
ZCTA5 57024,1.8,24.9,39.6,33.8
ZCTA5 57025,3.1,30.2,41.4,25.3
ZCTA5 57026,3.7,38.9,34.8,22.7
ZCTA5 57027,0,11.8,70.6,17.6
ZCTA5 57028,4,30.5,30.6,34.9
ZCTA5 57029,1.1,25.1,39,34.8
ZCTA5 57030,2.7,28.5,47.7,21.1
ZCTA5 57031,4.2,23.5,48.4,23.8
ZCTA5 57032,3.8,50.9,30.7,14.6
ZCTA5 57033,4.5,37.4,40.4,17.7
ZCTA5 57034,4.6,26.8,45.8,22.8
ZCTA5 57035,5.1,38.4,25.9,30.6
ZCTA5 57036,1.2,26.8,34.3,37.8
ZCTA5 57037,15.1,38.2,24.4,22.3
ZCTA5 57038,5.4,31.4,41.6,21.6
ZCTA5 57039,3,33.4,40.6,23
ZCTA5 57040,5.6,8.6,42,43.8
ZCTA5 57041,0,56.1,43.9,0
ZCTA5 57042,4.7,27.1,35.6,32.6
ZCTA5 57043,1.3,22.3,46.8,29.5
ZCTA5 57045,4.8,23.4,32.3,39.5
ZCTA5 57046,0.9,44.6,30.5,24
ZCTA5 57047,17.4,30.6,35.5,16.5
ZCTA5 57048,17.6,24.1,38.6,19.8
ZCTA5 57049,5,33,39.2,22.8
ZCTA5 57050,2.5,21.8,32.8,42.9
ZCTA5 57051,11.3,24.5,45,19.2
ZCTA5 57052,0,27.7,65.2,7.1
ZCTA5 57053,1.6,39.1,32.3,27
ZCTA5 57054,0.4,12.7,44.6,42.2
ZCTA5 57055,4.8,28.8,35.1,31.3
ZCTA5 57057,3,45.5,39.4,12.1
ZCTA5 57058,2.5,29.2,39.6,28.7
ZCTA5 57059,4.8,24.5,31.3,39.4
ZCTA5 57061,5.6,52.8,16.7,25
ZCTA5 57062,6,22.6,36.4,35
ZCTA5 57063,4,16.7,48.9,30.4
ZCTA5 57064,2.7,55.9,30.2,11.2
ZCTA5 57065,4.2,16.4,37.6,41.8
ZCTA5 57066,7.3,21.3,34.6,36.7
ZCTA5 57067,0,20.4,43.8,35.8
ZCTA5 57068,1.2,30.8,44.4,23.5
ZCTA5 57069,26,32.7,24.4,16.9
ZCTA5 57070,10,21.5,35.2,33.2
ZCTA5 57071,7.7,32.3,33.2,26.8
ZCTA5 57072,3.7,30.3,41.2,24.8
ZCTA5 57073,3.3,34.7,34.7,27.3
ZCTA5 57075,2,9.1,42.6,46.4
ZCTA5 57076,0,20.1,56.1,23.8
ZCTA5 57077,0.8,40,39.2,20.1
ZCTA5 57078,7.5,29.5,38.4,24.6
ZCTA5 57103,4.7,37,37,21.3
ZCTA5 57104,10.4,38.8,32,18.8
ZCTA5 57105,6.5,37,32,24.6
ZCTA5 57106,5.3,43,33.3,18.4
ZCTA5 57107,6.7,45.3,31,17
ZCTA5 57108,4.5,36.5,32.9,26.1
ZCTA5 57110,4.9,34,39,22.2
ZCTA5 57117,-,-,-,-
ZCTA5 57197,-,-,-,-
ZCTA5 57201,8,31.9,34.3,25.8
ZCTA5 57212,8.3,32.6,35.5,23.6
ZCTA5 57213,4.1,24.6,34.8,36.5
ZCTA5 57214,32,12,16,40
ZCTA5 57216,15.6,18,32.2,34.2
ZCTA5 57217,0,20.9,29.6,49.6
ZCTA5 57218,31.8,13.6,37.1,17.4
ZCTA5 57219,12.1,19.1,28,40.9
ZCTA5 57220,5.8,47.1,29.9,17.2
ZCTA5 57221,24.4,30.9,21.6,23.1
ZCTA5 57223,4.9,37.4,36.2,21.5
ZCTA5 57224,5.7,32.1,28.3,34
ZCTA5 57225,9,23.9,33.4,33.7
ZCTA5 57226,5.2,28.4,35.2,31.1
ZCTA5 57227,0,25.2,52.7,22.1
ZCTA5 57231,5.7,25.1,30.3,38.8
ZCTA5 57232,1.7,36.7,25.8,35.8
ZCTA5 57233,0,18.2,40.9,40.9
ZCTA5 57234,7,35.3,32.7,25
ZCTA5 57235,2.3,34.6,38,25.1
ZCTA5 57236,7.4,38.2,33.8,20.6
ZCTA5 57237,0.8,18.1,41.9,39.2
ZCTA5 57238,6,34.4,34,25.6
ZCTA5 57239,2.7,16.1,65.2,16.1
ZCTA5 57241,3.5,46.4,28,22.1
ZCTA5 57242,23.2,21.3,48.8,6.7
ZCTA5 57243,2.3,24.7,41.7,31.3
ZCTA5 57245,0,30.8,36.5,32.7
ZCTA5 57246,13.7,24.5,30.4,31.4
ZCTA5 57247,0,23.5,58.8,17.6
ZCTA5 57248,9.1,21.7,37.8,31.4
ZCTA5 57249,0,22.6,39.9,37.4
ZCTA5 57251,0,10.5,54.4,35.1
ZCTA5 57252,8.2,28.3,38.2,25.3
ZCTA5 57255,2.9,29.7,28.5,39
ZCTA5 57256,0,44.4,17.8,37.8
ZCTA5 57257,13.4,20.5,45.5,20.5
ZCTA5 57258,0,0,55.8,44.2
ZCTA5 57259,0,29.9,44.3,25.8
ZCTA5 57260,3.4,17,45.5,34.1
ZCTA5 57261,0,21.9,39.1,39.1
ZCTA5 57262,4.8,26.6,37.8,30.9
ZCTA5 57263,1,28.3,37.4,33.3
ZCTA5 57264,12.7,23,27.8,36.5
ZCTA5 57265,0,27.6,43.4,28.9
ZCTA5 57266,8.1,32.3,33.2,26.4
ZCTA5 57268,5.6,15.4,52.3,26.7
ZCTA5 57269,0,16.5,50.4,33.1
ZCTA5 57270,1.3,33.5,26.2,39
ZCTA5 57271,0,54.9,35.2,9.9
ZCTA5 57272,0,58.5,20.7,20.7
ZCTA5 57273,1.9,21.3,39.3,37.4
ZCTA5 57274,6.4,27.1,30.8,35.7
ZCTA5 57276,7.7,30,34.2,28.1
ZCTA5 57278,4,30,37.2,28.8
ZCTA5 57279,10.6,17.9,29.7,41.8
ZCTA5 57301,8,33.1,32.6,26.2
ZCTA5 57311,2.9,26.4,39.4,31.2
ZCTA5 57312,1.5,16.7,43.3,38.4
ZCTA5 57313,8.9,20.2,37,33.9
ZCTA5 57314,5,30.5,34.3,30.2
ZCTA5 57315,4.9,29.2,34.4,31.4
ZCTA5 57317,1.6,24.4,38.8,35.2
ZCTA5 57319,7,28.9,33.4,30.7
ZCTA5 57321,11,25.8,40.5,22.7
ZCTA5 57322,13.3,24,35.3,27.3
ZCTA5 57323,16.3,14.4,39.4,29.8
ZCTA5 57324,0.7,40,44.1,15.2
ZCTA5 57325,9,26.1,40.8,24.1
ZCTA5 57328,7.1,26.8,38.5,27.6
ZCTA5 57329,13.1,37.2,23.4,26.3
ZCTA5 57330,16.3,13.3,45.4,25
ZCTA5 57331,3,31.1,47.3,18.6
ZCTA5 57332,1.6,25.1,37.8,35.5
ZCTA5 57334,5.1,32.8,33.9,28.2
ZCTA5 57335,1.4,20.9,38.1,39.6
ZCTA5 57337,0,36.7,30.6,32.7
ZCTA5 57339,1.2,35.3,49.5,13.9
ZCTA5 57340,0,22,34.7,43.2
ZCTA5 57341,0,46.4,7.1,46.4
ZCTA5 57342,0.5,26.9,40.4,32.2
ZCTA5 57344,0,8.5,29.8,61.7
ZCTA5 57345,3.9,20.7,37.3,38.1
ZCTA5 57346,0,20.4,70.4,9.3
ZCTA5 57348,3.1,21.9,38.8,36.2
ZCTA5 57349,2.8,25.7,41.1,30.4
ZCTA5 57350,4.6,31.4,37.7,26.4
ZCTA5 57353,8,28.1,39.2,24.7
ZCTA5 57355,8.2,29.5,37.1,25.2
ZCTA5 57356,3.6,27.1,38.5,30.7
ZCTA5 57358,0,0,64.7,35.3
ZCTA5 57359,3.4,30.9,43.2,22.5
ZCTA5 57361,0,35,45,20
ZCTA5 57362,14.4,23.9,28.2,33.6
ZCTA5 57363,1.6,27.9,43,27.6
ZCTA5 57364,-,-,-,-
ZCTA5 57365,0,23.6,42.5,34
ZCTA5 57366,4.2,28.5,35.3,32
ZCTA5 57367,1.9,16.3,41.3,40.4
ZCTA5 57368,6.2,31.3,33,29.4
ZCTA5 57369,1.4,27.3,35.5,35.8
ZCTA5 57370,1.8,28.4,44.3,25.5
ZCTA5 57371,0,23.9,38,38
ZCTA5 57373,6.5,16.3,40.7,36.6
ZCTA5 57374,3.1,17.9,54.3,24.7
ZCTA5 57375,1.9,28.6,36,33.4
ZCTA5 57376,3.3,19.9,32.6,44.2
ZCTA5 57379,0,19.4,52.8,27.8
ZCTA5 57380,6.1,25.5,38.2,30.2
ZCTA5 57381,4.4,27.6,41.3,26.7
ZCTA5 57382,2.2,22.8,33.7,41.3
ZCTA5 57383,12.6,35.8,31.1,20.5
ZCTA5 57384,4,29.2,42.5,24.2
ZCTA5 57385,10.4,29.7,30.5,29.3
ZCTA5 57386,0,16.9,52.8,30.3
ZCTA5 57401,8.4,34.2,32.7,24.7
ZCTA5 57420,0,39.6,12.5,47.9
ZCTA5 57421,0,100,0,0
ZCTA5 57422,6.2,19.5,37.2,37.2
ZCTA5 57424,1.2,32.9,24.4,41.5
ZCTA5 57426,0,55.6,0,44.4
ZCTA5 57427,0,27.8,46.8,25.5
ZCTA5 57428,9,25.2,26.9,38.9
ZCTA5 57429,0,34.8,41.3,23.9
ZCTA5 57430,5.4,30.7,30.7,33.3
ZCTA5 57432,0,8.9,58.9,32.2
ZCTA5 57433,6.1,24.7,25.8,43.4
ZCTA5 57434,0,31.6,36.7,31.6
ZCTA5 57435,0,38.1,41.3,20.6
ZCTA5 57436,6.6,18.4,49.5,25.5
ZCTA5 57437,12.3,16.2,29.9,41.6
ZCTA5 57438,8.5,25.4,34.8,31.3
ZCTA5 57439,0,0,0,100
ZCTA5 57440,2.9,23.4,49.7,24
ZCTA5 57441,0,21.6,42.2,36.2
ZCTA5 57442,3.1,24.9,36.2,35.8
ZCTA5 57445,3.8,28.3,37.8,30.1
ZCTA5 57446,0,24,33.3,42.7
ZCTA5 57448,5.2,10.5,60.2,24.1
ZCTA5 57449,0,16,0,84
ZCTA5 57450,3.7,18.9,44.7,32.7
ZCTA5 57451,4.3,27.8,41.4,26.6
ZCTA5 57452,6.1,28.7,26.1,39.1
ZCTA5 57454,2.6,16.6,50.9,29.8
ZCTA5 57455,0,15.2,18.2,66.7
ZCTA5 57456,3.1,28.7,37.8,30.4
ZCTA5 57457,0,23.5,70.6,5.9
ZCTA5 57460,6.9,25.2,57.3,10.7
ZCTA5 57461,3,26.2,42.7,28
ZCTA5 57465,0,24,45.7,30.2
ZCTA5 57466,0,32.8,47.5,19.7
ZCTA5 57467,0,10.9,47.8,41.3
ZCTA5 57468,26.8,15.1,46.4,11.7
ZCTA5 57469,3.8,24.7,38.8,32.7
ZCTA5 57470,0,53.3,20,26.7
ZCTA5 57471,6.6,32.2,32.6,28.6
ZCTA5 57472,4,24.9,31.2,39.8
ZCTA5 57473,0,0,38.4,61.6
ZCTA5 57474,3.1,18.5,53.8,24.6
ZCTA5 57475,0,8.6,46.6,44.8
ZCTA5 57476,7,32.1,36.9,24.1
ZCTA5 57477,0,30,44,26
ZCTA5 57479,0,31,48.3,20.7
ZCTA5 57481,7.2,25.7,42.5,24.6
ZCTA5 57501,6.5,31,36.2,26.4
ZCTA5 57520,0,33.3,15.7,51
ZCTA5 57521,0,9.4,34.4,56.3
ZCTA5 57522,2.8,33.6,36.5,27
ZCTA5 57523,7.3,27.1,26.4,39.2
ZCTA5 57528,7.3,30.7,29.4,32.5
ZCTA5 57529,0,23.7,53.2,23
ZCTA5 57531,0,26,38,36
ZCTA5 57532,9.1,28,35.6,27.3
ZCTA5 57533,4.9,26.8,34.2,34.1
ZCTA5 57534,0,19.6,67.3,13.1
ZCTA5 57536,2.9,9.6,49.3,38.2
ZCTA5 57537,0,0,41.5,58.5
ZCTA5 57538,6.6,27.4,31.1,34.9
ZCTA5 57540,0,33.3,66.7,0
ZCTA5 57541,0,24.4,53.3,22.2
ZCTA5 57543,6,24.1,35.9,34
ZCTA5 57544,0,27.8,28.8,43.4
ZCTA5 57547,7.8,17.2,34.4,40.6
ZCTA5 57548,5.3,44.9,36.8,13
ZCTA5 57551,3.2,29.5,42.1,25.2
ZCTA5 57552,0,37.2,23.5,39.4
ZCTA5 57553,0,28.8,61.5,9.6
ZCTA5 57555,4.6,38.5,35.3,21.6
ZCTA5 57559,3,21,43.3,32.7
ZCTA5 57560,0,41.5,40,18.5
ZCTA5 57562,0,24,76,0
ZCTA5 57563,0,14,49.1,36.8
ZCTA5 57564,2.9,24.6,37.3,35.1
ZCTA5 57566,6.3,23.7,59.2,10.8
ZCTA5 57567,9.2,20.6,36.8,33.4
ZCTA5 57568,2.7,27.1,43.3,26.8
ZCTA5 57569,8.6,15.5,44,31.9
